,,,,,,,,,,score
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,0.37333333333333335
claude-3-5-sonnet-20240620,claude-3-opus-20240229,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,0.37
claude-3-5-sonnet-20240620,command-r,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.37
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,,,,,,,0.37
claude-3-5-sonnet-20240620,gemini-1_0-pro,mistral-large-latest,,,,,,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,0.37
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,,,,,,,0.37
claude-3-5-sonnet-20240620,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,,,,,,0.37
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4o,open-mixtral-8x22b,,,,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,mistral-large-latest,,,,,,,0.37
claude-3-5-sonnet-20240620,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,0.37
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,0.37
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.37
gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,0.37
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,0.37
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,0.37
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,0.37
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,0.37
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,,0.37
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,0.37
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,0.37
claude-3-opus-20240229,command-r,gpt-4o,mistral-large-latest,,,,,,,0.37
claude-3-opus-20240229,command-r,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,0.37
claude-3-5-sonnet-20240620,claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.37
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.37
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.37
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.37
claude-3-opus-20240229,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,,0.37
claude-3-5-sonnet-20240620,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.37
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.36666666666666664
command-r,gemini-1_5-pro,gpt-4o,,,,,,,,0.36666666666666664
claude-3-5-sonnet-20240620,command-r,mistral-large-latest,,,,,,,,0.36666666666666664
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,0.36666666666666664
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,0.36666666666666664
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,0.36666666666666664
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.36666666666666664
claude-3-opus-20240229,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.36666666666666664
claude-3-5-sonnet-20240620,command-r,,,,,,,,,0.36666666666666664
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.36666666666666664
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,open-mixtral-8x22b,,,,,,,0.36666666666666664
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,0.36666666666666664
claude-3-opus-20240229,command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,,0.36666666666666664
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.36666666666666664
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.36666666666666664
claude-3-opus-20240229,command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.36666666666666664
gemini-1_0-pro,gemini-1_5-pro,gpt-4o,open-mixtral-8x22b,,,,,,,0.36666666666666664
claude-3-5-sonnet-20240620,meta_llama3-70b-instruct-v1_0,,,,,,,,,0.36666666666666664
claude-3-opus-20240229,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.36666666666666664
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,0.36666666666666664
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,0.36666666666666664
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.36666666666666664
gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.36666666666666664
gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.36666666666666664
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,,,,,,,,0.36666666666666664
claude-3-5-sonnet-20240620,gemini-1_0-pro,open-mixtral-8x22b,,,,,,,,0.36333333333333334
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.36333333333333334
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.36333333333333334
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,,,,,,,,0.36333333333333334
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,0.36333333333333334
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.36333333333333334
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,0.36333333333333334
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,,,,,,0.36333333333333334
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,0.36333333333333334
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.36333333333333334
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,0.36333333333333334
command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,,,,,,,0.36333333333333334
claude-3-5-sonnet-20240620,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.36333333333333334
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,0.36333333333333334
gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,0.36333333333333334
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,0.36333333333333334
gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.36333333333333334
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,0.36333333333333334
gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,,0.36333333333333334
claude-3-5-sonnet-20240620,command-r,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.36333333333333334
claude-3-opus-20240229,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.36333333333333334
gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,,,0.36333333333333334
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.36
claude-3-opus-20240229,gemini-1_0-pro,open-mixtral-8x22b,,,,,,,,0.36
claude-3-opus-20240229,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,0.36
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.36
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.36
command-r,gemini-1_5-pro,gpt-4o,open-mixtral-8x22b,,,,,,,0.36
claude-3-opus-20240229,gemini-1_5-pro,,,,,,,,,0.36
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,0.36
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,0.36
claude-3-opus-20240229,command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.36
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.36
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,open-mixtral-8x22b,,,,,,0.36
claude-3-opus-20240229,command-r,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.36
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,0.36
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,0.36
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.36
gemini-1_0-pro,gemini-1_5-pro,gpt-4o,mistral-large-latest,,,,,,,0.36
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,0.36
claude-3-5-sonnet-20240620,command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.36
claude-3-opus-20240229,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.36
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,mistral-large-latest,,,,,,0.36
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.36
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.36
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.36
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,,,,,,,0.36
claude-3-opus-20240229,command-r,gemini-1_5-pro,mistral-large-latest,,,,,,,0.36
gemini-1_0-pro,gemini-1_5-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,0.36
claude-3-opus-20240229,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,,0.36
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,mistral-large-latest,,,,,,,0.36
claude-3-5-sonnet-20240620,gemini-1_0-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.36
claude-3-opus-20240229,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,,0.36
claude-3-opus-20240229,mistral-large-latest,open-mixtral-8x22b,,,,,,,,0.36
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.3566666666666667
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.3566666666666667
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.3566666666666667
gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,0.3566666666666667
gemini-1_0-pro,gemini-1_5-pro,gpt-4o,,,,,,,,0.3566666666666667
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,,,,,,0.3566666666666667
claude-3-opus-20240229,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.3566666666666667
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,0.3566666666666667
command-r,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,,,0.3566666666666667
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.3566666666666667
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,0.3566666666666667
claude-3-opus-20240229,command-r,gemini-1_5-pro,open-mixtral-8x22b,,,,,,,0.3566666666666667
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.3566666666666667
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.3566666666666667
claude-3-5-sonnet-20240620,command-r,open-mixtral-8x22b,,,,,,,,0.3566666666666667
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4o,mistral-large-latest,,,,,,0.3566666666666667
gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,,0.3566666666666667
claude-3-opus-20240229,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.35333333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,0.35333333333333333
command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,0.35333333333333333
claude-3-opus-20240229,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,0.35333333333333333
claude-3-5-sonnet-20240620,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,,,,,,,,0.35333333333333333
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.35333333333333333
claude-3-opus-20240229,command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.35333333333333333
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,,,,,,,0.35333333333333333
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,,,,,,,,0.35333333333333333
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.35333333333333333
gpt-4o,mistral-large-latest,,,,,,,,,0.35333333333333333
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,,,,,,,0.35333333333333333
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,0.35333333333333333
claude-3-opus-20240229,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.35333333333333333
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.35333333333333333
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.35333333333333333
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.35333333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,0.35333333333333333
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,0.35
gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.35
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,open-mixtral-8x22b,,,,,,0.35
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.35
command-r,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,,0.35
claude-3-opus-20240229,command-r,gemini-1_0-pro,open-mixtral-8x22b,,,,,,,0.35
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.35
claude-3-5-sonnet-20240620,command-r,meta_llama3-70b-instruct-v1_0,,,,,,,,0.35
gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.35
gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,,,,0.35
command-r,gpt-4-turbo-preview,gpt-4o,,,,,,,,0.35
gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.35
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,0.35
gemini-1_5-pro,gpt-4-turbo-preview,,,,,,,,,0.35
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,,,,,,,0.35
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.35
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,0.35
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,0.35
claude-3-5-sonnet-20240620,gemini-1_0-pro,,,,,,,,,0.35
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.35
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,0.35
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,0.35
claude-3-opus-20240229,command-r,open-mixtral-8x22b,,,,,,,,0.35
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.35
command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.35
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.35
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.35
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.35
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,,,,,,,0.35
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,0.35
command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,,0.35
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.3466666666666667
gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,0.3466666666666667
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,0.3466666666666667
command-r,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.3466666666666667
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.3466666666666667
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,0.3466666666666667
claude-3-5-sonnet-20240620,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.3466666666666667
claude-3-opus-20240229,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,,,,,,,,0.3466666666666667
command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.3466666666666667
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.3466666666666667
claude-3-5-sonnet-20240620,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.3466666666666667
claude-3-opus-20240229,command-r,,,,,,,,,0.3466666666666667
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,mistral-large-latest,,,,,,0.3466666666666667
command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,,0.3466666666666667
gemini-1_0-pro,gpt-4o,,,,,,,,,0.3466666666666667
command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.3466666666666667
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,,0.3466666666666667
claude-3-opus-20240229,command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.3466666666666667
command-r,gemini-1_5-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,0.3466666666666667
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.3466666666666667
command-r,gemini-1_5-pro,gpt-4o,mistral-large-latest,,,,,,,0.3466666666666667
claude-3-opus-20240229,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.3466666666666667
claude-3-opus-20240229,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.3466666666666667
command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.3466666666666667
